Day,bitcoin,,in 8 month segments
11/1/2017,20,,
10/31/2017,16,,
10/30/2017,14,,
10/29/2017,12,,
10/28/2017,11,,
10/27/2017,13,,
10/26/2017,14,,
10/25/2017,14,,
10/24/2017,16,,
10/23/2017,15,,
10/22/2017,13,,
10/21/2017,16,,
10/20/2017,14,,
10/19/2017,12,,
10/18/2017,12,,
10/17/2017,13,,
10/16/2017,13,,
10/15/2017,13,,
10/14/2017,14,,
10/13/2017,20,,
10/12/2017,16,,
10/11/2017,10,,
10/10/2017,10,,
10/9/2017,10,,
10/8/2017,8,,
10/7/2017,8,,
10/6/2017,8,,
10/5/2017,8,,
10/4/2017,9,,
10/3/2017,9,,
10/2/2017,8,,
10/1/2017,8,,
9/30/2017,7,,
9/29/2017,9,,
9/28/2017,9,,
9/27/2017,9,,
9/26/2017,8,,
9/25/2017,8,,
9/24/2017,8,,
9/23/2017,8,,
9/22/2017,10,,
9/21/2017,10,,
9/20/2017,10,,
9/19/2017,11,,
9/18/2017,12,,
9/17/2017,10,,
9/16/2017,13,,
9/15/2017,20,,
9/14/2017,17,,
9/13/2017,15,,
9/12/2017,11,,
9/11/2017,11,,
9/10/2017,10,,
9/9/2017,9,,
9/8/2017,12,,
9/7/2017,10,,
9/6/2017,12,,
9/5/2017,14,,
9/4/2017,14,,
9/3/2017,11,,
9/2/2017,13,,
9/1/2017,13,,
8/31/2017,13,,
8/30/2017,11,,
8/29/2017,11,,
8/28/2017,10,,
8/27/2017,8,,
8/26/2017,9,,
8/25/2017,11,,
8/24/2017,11,,
8/23/2017,11,,
8/22/2017,12,,
8/21/2017,11,,
8/20/2017,11,,
8/19/2017,11,,
8/18/2017,13,,
8/17/2017,13,,
8/16/2017,13,,
8/15/2017,15,,
8/14/2017,15,,
8/13/2017,13,,
8/12/2017,11,,
8/11/2017,10,,
8/10/2017,9,,
8/9/2017,9,,
8/8/2017,11,,
8/7/2017,10,,
8/6/2017,9,,
8/5/2017,10,,
8/4/2017,8,,
8/3/2017,9,,
8/2/2017,12,,
8/1/2017,14,,
7/31/2017,8,,
7/30/2017,6,,
7/29/2017,6,,
7/28/2017,8,,
7/27/2017,7,,
7/26/2017,7,,
7/25/2017,7,,
7/24/2017,7,,
7/23/2017,7,,
7/22/2017,7,,
7/21/2017,8,,
7/20/2017,8,,
7/19/2017,7,,
7/18/2017,8,,
7/17/2017,8,,
7/16/2017,8,,
7/15/2017,8,,
7/14/2017,7,,
7/13/2017,7,,
7/12/2017,7,,
7/11/2017,7,,
7/10/2017,7,,
7/9/2017,6,,
7/8/2017,5,,
7/7/2017,6,,
7/6/2017,6,,
7/5/2017,6,,
7/4/2017,6,,
7/3/2017,6,,
7/2/2017,6,,
7/1/2017,6,,
6/30/2017,6,,
6/29/2017,8,,
6/28/2017,8,,
6/27/2017,9,,
6/26/2017,8,,
6/25/2017,6,,
6/24/2017,7,,
6/23/2017,7,,
6/22/2017,7,,
6/21/2017,8,,
6/20/2017,8,,
6/19/2017,7,,
6/18/2017,6,,
6/17/2017,7,,
6/16/2017,9,,
6/15/2017,10,,
6/14/2017,9,,
6/13/2017,9,,
6/12/2017,10,,
6/11/2017,7,,
6/10/2017,7,,
6/9/2017,8,,
6/8/2017,8,,
6/7/2017,9,,
6/6/2017,10,,
6/5/2017,7,,
6/4/2017,6,,
6/3/2017,7,,
6/2/2017,7,,
6/1/2017,8,,
5/31/2017,8,,
5/30/2017,9,,
5/29/2017,9,,
5/28/2017,9,,
5/27/2017,11,,
5/26/2017,14,,
5/25/2017,18,,
5/24/2017,14,,
5/23/2017,12,,
5/22/2017,11,,
5/21/2017,7,,
5/20/2017,7,,
5/19/2017,7,,
5/18/2017,7,,
5/17/2017,7,,
5/16/2017,9,,
5/15/2017,9,,
5/14/2017,7,,
5/13/2017,8,,
5/12/2017,8,,
5/11/2017,6,,
5/10/2017,6,,
5/9/2017,7,,
5/8/2017,5,,
5/7/2017,4,,
5/6/2017,4,,
5/5/2017,5,,
5/4/2017,6,,
5/3/2017,5,,
5/2/2017,5,,
5/1/2017,4,,
4/30/2017,3,,
4/29/2017,3,,
4/28/2017,3,,
4/27/2017,4,,
4/26/2017,3,,
4/25/2017,4,,
4/24/2017,3,,
4/23/2017,3,,
4/22/2017,3,,
4/21/2017,3,,
4/20/2017,3,,
4/19/2017,3,,
4/18/2017,3,,
4/17/2017,3,,
4/16/2017,3,,end sixth segment
4/15/2017,48,,
4/14/2017,49,,
4/13/2017,56,,
4/12/2017,55,,
4/11/2017,55,,
4/10/2017,56,,
4/9/2017,48,,
4/8/2017,48,,
4/7/2017,53,,
4/6/2017,57,,
4/5/2017,52,,
4/4/2017,56,,
4/3/2017,52,,
4/2/2017,52,,
4/1/2017,53,,
3/31/2017,52,,
3/30/2017,53,,
3/29/2017,53,,
3/28/2017,54,,
3/27/2017,55,,
3/26/2017,53,,
3/25/2017,63,,
3/24/2017,62,,
3/23/2017,61,,
3/22/2017,60,,
3/21/2017,58,,
3/20/2017,61,,
3/19/2017,65,,
3/18/2017,74,,
3/17/2017,60,,
3/16/2017,61,,
3/15/2017,54,,
3/14/2017,63,,
3/13/2017,62,,
3/12/2017,60,,
3/11/2017,81,,
3/10/2017,95,,
3/9/2017,64,,
3/8/2017,75,,
3/7/2017,66,,
3/6/2017,65,,
3/5/2017,58,,
3/4/2017,76,,
3/3/2017,91,,
3/2/2017,72,,
3/1/2017,58,,
2/28/2017,53,,
2/27/2017,59,,
2/26/2017,58,,
2/25/2017,59,,
2/24/2017,63,,
2/23/2017,56,,
2/22/2017,57,,
2/21/2017,55,,
2/20/2017,43,,
2/19/2017,44,,
2/18/2017,48,,
2/17/2017,47,,
2/16/2017,48,,
2/15/2017,48,,
2/14/2017,46,,
2/13/2017,47,,
2/12/2017,44,,
2/11/2017,47,,
2/10/2017,53,,
2/9/2017,60,,
2/8/2017,48,,
2/7/2017,53,,
2/6/2017,48,,
2/5/2017,51,,
2/4/2017,49,,
2/3/2017,53,,
2/2/2017,55,,
2/1/2017,46,,
1/31/2017,45,,
1/30/2017,43,,
1/29/2017,43,,
1/28/2017,46,,
1/27/2017,46,,
1/26/2017,49,,
1/25/2017,45,,
1/24/2017,52,,
1/23/2017,45,,
1/22/2017,46,,
1/21/2017,43,,
1/20/2017,45,,
1/19/2017,49,,
1/18/2017,50,,
1/17/2017,53,,
1/16/2017,49,,
1/15/2017,45,,
1/14/2017,52,,
1/13/2017,58,,
1/12/2017,70,,
1/11/2017,65,,
1/10/2017,56,,
1/9/2017,61,,
1/8/2017,63,,
1/7/2017,76,,
1/6/2017,90,,
1/5/2017,100,,
1/4/2017,85,,
1/3/2017,70,,
1/2/2017,85,,
1/1/2017,51,,
12/31/2016,46,,
12/30/2016,53,,
12/29/2016,61,,
12/28/2016,54,,
12/27/2016,51,,
12/26/2016,47,,
12/25/2016,49,,
12/24/2016,47,,
12/23/2016,60,,
12/22/2016,55,,
12/21/2016,46,,
12/20/2016,40,,
12/19/2016,35,,
12/18/2016,31,,
12/17/2016,38,,
12/16/2016,29,,
12/15/2016,37,,
12/14/2016,36,,
12/13/2016,39,,
12/12/2016,34,,
12/11/2016,31,,
12/10/2016,36,,
12/9/2016,34,,
12/8/2016,39,,
12/7/2016,38,,
12/6/2016,38,,
12/5/2016,39,,
12/4/2016,33,,
12/3/2016,39,,
12/2/2016,37,,
12/1/2016,39,,
11/30/2016,36,,
11/29/2016,35,,
11/28/2016,38,,
11/27/2016,37,,
11/26/2016,33,,
11/25/2016,34,,
11/24/2016,37,,
11/23/2016,33,,
11/22/2016,35,,
11/21/2016,36,,
11/20/2016,34,,
11/19/2016,39,,
11/18/2016,39,,
11/17/2016,40,,
11/16/2016,35,,
11/15/2016,35,,
11/14/2016,34,,
11/13/2016,32,,
11/12/2016,34,,
11/11/2016,37,,
11/10/2016,33,,
11/9/2016,48,,
11/8/2016,37,,
11/7/2016,33,,
11/6/2016,36,,
11/5/2016,34,,
11/4/2016,32,,
11/3/2016,38,,
11/2/2016,35,,
11/1/2016,37,,
10/31/2016,40,,
10/30/2016,34,,
10/29/2016,37,,
10/28/2016,38,,
10/27/2016,36,,
10/26/2016,31,,
10/25/2016,33,,
10/24/2016,29,,
10/23/2016,29,,
10/22/2016,24,,
10/21/2016,25,,
10/20/2016,30,,
10/19/2016,28,,
10/18/2016,29,,
10/17/2016,26,,
10/16/2016,25,,
10/15/2016,32,,
10/14/2016,25,,
10/13/2016,32,,
10/12/2016,35,,
10/11/2016,33,,
10/10/2016,24,,
10/9/2016,29,,
10/8/2016,24,,
10/7/2016,27,,
10/6/2016,28,,
10/5/2016,27,,
10/4/2016,27,,
10/3/2016,32,,
10/2/2016,24,,
10/1/2016,28,,
9/30/2016,26,,
9/29/2016,28,,
9/28/2016,28,,
9/27/2016,28,,
9/26/2016,31,,
9/25/2016,31,,
9/24/2016,25,,
9/23/2016,28,,
9/22/2016,28,,
9/21/2016,30,,
9/20/2016,28,,
9/19/2016,26,,
9/18/2016,25,,
9/17/2016,28,,
9/16/2016,25,,
9/15/2016,30,,
9/14/2016,28,,
9/13/2016,31,,
9/12/2016,30,,
9/11/2016,28,,
9/10/2016,28,,
9/9/2016,32,,
9/8/2016,31,,
9/7/2016,27,,
9/6/2016,26,,
9/5/2016,29,,
9/4/2016,32,,
9/3/2016,26,,
9/2/2016,23,,
9/1/2016,25,,
8/31/2016,24,,
8/30/2016,29,,
8/29/2016,29,,
8/28/2016,25,,
8/27/2016,28,,
8/26/2016,24,,
8/25/2016,30,,
8/24/2016,29,,
8/23/2016,31,,
8/22/2016,25,,
8/21/2016,24,,
8/20/2016,24,,
8/19/2016,26,,
8/18/2016,29,,
8/17/2016,25,,
8/16/2016,26,,end seventh segment
8/15/2016,32,,
8/14/2016,33,,
8/13/2016,30,,
8/12/2016,34,,
8/11/2016,26,,
8/10/2016,31,,
8/9/2016,32,,
8/8/2016,40,,
8/7/2016,38,,
8/6/2016,34,,
8/5/2016,39,,
8/4/2016,43,,
8/3/2016,70,,
8/2/2016,40,,
8/1/2016,36,,
7/31/2016,28,,
7/30/2016,29,,
7/29/2016,33,,
7/28/2016,35,,
7/27/2016,36,,
7/26/2016,33,,
7/25/2016,31,,
7/24/2016,33,,
7/23/2016,24,,
7/22/2016,29,,
7/21/2016,30,,
7/20/2016,31,,
7/19/2016,31,,
7/18/2016,34,,
7/17/2016,31,,
7/16/2016,32,,
7/15/2016,32,,
7/14/2016,34,,
7/13/2016,35,,
7/12/2016,39,,
7/11/2016,40,,
7/10/2016,43,,
7/9/2016,49,,
7/8/2016,42,,
7/7/2016,43,,
7/6/2016,39,,
7/5/2016,39,,
7/4/2016,35,,
7/3/2016,43,,
7/2/2016,40,,
7/1/2016,40,,
6/30/2016,42,,
6/29/2016,42,,
6/28/2016,43,,
6/27/2016,43,,
6/26/2016,40,,
6/25/2016,57,,
6/24/2016,82,,
6/23/2016,52,,
6/22/2016,46,,
6/21/2016,56,,
6/20/2016,52,,
6/19/2016,48,,
6/18/2016,53,,
6/17/2016,54,,
6/16/2016,54,,
6/15/2016,49,,
6/14/2016,54,,
6/13/2016,59,,
6/12/2016,57,,
6/11/2016,38,,
6/10/2016,40,,
6/9/2016,38,,
6/8/2016,35,,
6/7/2016,44,,
6/6/2016,46,,
6/5/2016,40,,
6/4/2016,41,,
6/3/2016,40,,
6/2/2016,38,,
6/1/2016,43,,
5/31/2016,46,,
5/30/2016,44,,
5/29/2016,41,,
5/28/2016,37,,
5/27/2016,31,,
5/26/2016,33,,
5/25/2016,31,,
5/24/2016,28,,
5/23/2016,34,,
5/22/2016,28,,
5/21/2016,30,,
5/20/2016,28,,
5/19/2016,28,,
5/18/2016,35,,
5/17/2016,32,,
5/16/2016,30,,
5/15/2016,30,,
5/14/2016,29,,
5/13/2016,29,,
5/12/2016,33,,
5/11/2016,34,,
5/10/2016,36,,
5/9/2016,33,,
5/8/2016,38,,
5/7/2016,34,,
5/6/2016,37,,
5/5/2016,47,,
5/4/2016,40,,
5/3/2016,64,,
5/2/2016,100,,
5/1/2016,32,,
4/30/2016,32,,
4/29/2016,28,,
4/28/2016,34,,
4/27/2016,31,,
4/26/2016,37,,
4/25/2016,31,,
4/24/2016,30,,
4/23/2016,33,,
4/22/2016,30,,
4/21/2016,29,,
4/20/2016,26,,
4/19/2016,29,,
4/18/2016,26,,
4/17/2016,26,,
4/16/2016,27,,
4/15/2016,25,,
4/14/2016,29,,
4/13/2016,25,,
4/12/2016,28,,
4/11/2016,31,,
4/10/2016,30,,
4/9/2016,28,,
4/8/2016,24,,
4/7/2016,26,,
4/6/2016,28,,
4/5/2016,30,,
4/4/2016,28,,
4/3/2016,26,,
4/2/2016,22,,
4/1/2016,29,,
3/31/2016,29,,
3/30/2016,28,,
3/29/2016,32,,
3/28/2016,35,,
3/27/2016,31,,
3/26/2016,26,,
3/25/2016,27,,
3/24/2016,27,,
3/23/2016,30,,
3/22/2016,31,,
3/21/2016,30,,
3/20/2016,27,,
3/19/2016,25,,
3/18/2016,27,,
3/17/2016,25,,
3/16/2016,28,,
3/15/2016,29,,
3/14/2016,27,,
3/13/2016,22,,
3/12/2016,30,,
3/11/2016,23,,
3/10/2016,29,,
3/9/2016,30,,
3/8/2016,30,,
3/7/2016,30,,
3/6/2016,30,,
3/5/2016,26,,
3/4/2016,33,,
3/3/2016,28,,
3/2/2016,31,,
3/1/2016,34,,
2/29/2016,26,,
2/28/2016,29,,
2/27/2016,27,,
2/26/2016,34,,
2/25/2016,31,,
2/24/2016,27,,
2/23/2016,27,,
2/22/2016,33,,
2/21/2016,33,,
2/20/2016,33,,
2/19/2016,32,,
2/18/2016,37,,
2/17/2016,30,,
2/16/2016,34,,
2/15/2016,32,,
2/14/2016,30,,
2/13/2016,25,,
2/12/2016,27,,
2/11/2016,30,,
2/10/2016,34,,
2/9/2016,28,,
2/8/2016,28,,
2/7/2016,29,,
2/6/2016,29,,
2/5/2016,28,,
2/4/2016,27,,
2/3/2016,29,,
2/2/2016,30,,
2/1/2016,28,,
1/31/2016,27,,
1/30/2016,27,,
1/29/2016,29,,
1/28/2016,31,,
1/27/2016,33,,
1/26/2016,30,,
1/25/2016,33,,
1/24/2016,32,,
1/23/2016,29,,
1/22/2016,31,,
1/21/2016,38,,
1/20/2016,42,,
1/19/2016,36,,
1/18/2016,37,,
1/17/2016,37,,
1/16/2016,43,,
1/15/2016,42,,
1/14/2016,30,,
1/13/2016,32,,
1/12/2016,28,,
1/11/2016,29,,
1/10/2016,28,,
1/9/2016,30,,
1/8/2016,35,,
1/7/2016,39,,
1/6/2016,31,,
1/5/2016,34,,
1/4/2016,30,,
1/3/2016,29,,
1/2/2016,28,,
1/1/2016,28,,
12/31/2015,26,,
12/30/2015,32,,
12/29/2015,31,,
12/28/2015,33,,
12/27/2015,34,,
12/26/2015,37,,
12/25/2015,28,,
12/24/2015,35,,
12/23/2015,32,,
12/22/2015,30,,
12/21/2015,30,,
12/20/2015,36,,
12/19/2015,31,,
12/18/2015,31,,
12/17/2015,34,,
12/16/2015,36,,end eight segment
12/15/2015,48,,
12/14/2015,43,,
12/13/2015,43,,
12/12/2015,50,,
12/11/2015,54,,
12/10/2015,68,,
12/9/2015,100,,
12/8/2015,45,,
12/7/2015,39,,
12/6/2015,39,,
12/5/2015,37,,
12/4/2015,37,,
12/3/2015,40,,
12/2/2015,36,,
12/1/2015,37,,
11/30/2015,37,,
11/29/2015,35,,
11/28/2015,33,,
11/27/2015,34,,
11/26/2015,40,,
11/25/2015,34,,
11/24/2015,34,,
11/23/2015,33,,
11/22/2015,34,,
11/21/2015,37,,
11/20/2015,39,,
11/19/2015,41,,
11/18/2015,41,,
11/17/2015,40,,
11/16/2015,34,,
11/15/2015,37,,
11/14/2015,34,,
11/13/2015,41,,
11/12/2015,42,,
11/11/2015,47,,
11/10/2015,45,,
11/9/2015,48,,
11/8/2015,41,,
11/7/2015,41,,
11/6/2015,62,,
11/5/2015,73,,
11/4/2015,82,,
11/3/2015,73,,
11/2/2015,47,,
11/1/2015,40,,
10/31/2015,32,,
10/30/2015,45,,
10/29/2015,39,,
10/28/2015,37,,
10/27/2015,37,,
10/26/2015,36,,
10/25/2015,33,,
10/24/2015,34,,
10/23/2015,36,,
10/22/2015,37,,
10/21/2015,31,,
10/20/2015,29,,
10/19/2015,31,,
10/18/2015,30,,
10/17/2015,31,,
10/16/2015,28,,
10/15/2015,29,,
10/14/2015,29,,
10/13/2015,28,,
10/12/2015,31,,
10/11/2015,31,,
10/10/2015,26,,
10/9/2015,29,,
10/8/2015,31,,
10/7/2015,32,,
10/6/2015,33,,
10/5/2015,32,,
10/4/2015,30,,
10/3/2015,24,,
10/2/2015,29,,
10/1/2015,26,,
9/30/2015,32,,
9/29/2015,30,,
9/28/2015,29,,
9/27/2015,29,,
9/26/2015,29,,
9/25/2015,29,,
9/24/2015,25,,
9/23/2015,28,,
9/22/2015,33,,
9/21/2015,26,,
9/20/2015,26,,
9/19/2015,25,,
9/18/2015,29,,
9/17/2015,32,,
9/16/2015,30,,
9/15/2015,30,,
9/14/2015,28,,
9/13/2015,27,,
9/12/2015,29,,
9/11/2015,33,,
9/10/2015,30,,
9/9/2015,31,,
9/8/2015,29,,
9/7/2015,26,,
9/6/2015,27,,
9/5/2015,29,,
9/4/2015,27,,
9/3/2015,29,,
9/2/2015,27,,
9/1/2015,30,,
8/31/2015,32,,
8/30/2015,31,,
8/29/2015,31,,
8/28/2015,32,,
8/27/2015,34,,
8/26/2015,36,,
8/25/2015,42,,
8/24/2015,41,,
8/23/2015,33,,
8/22/2015,32,,
8/21/2015,35,,
8/20/2015,39,,
8/19/2015,49,,
8/18/2015,36,,
8/17/2015,34,,
8/16/2015,33,,
8/15/2015,25,,
8/14/2015,26,,
8/13/2015,28,,
8/12/2015,32,,
8/11/2015,26,,
8/10/2015,32,,
8/9/2015,33,,
8/8/2015,32,,
8/7/2015,33,,
8/6/2015,30,,
8/5/2015,31,,
8/4/2015,33,,
8/3/2015,37,,
8/2/2015,38,,
8/1/2015,43,,
7/31/2015,28,,
7/30/2015,29,,
7/29/2015,30,,
7/28/2015,34,,
7/27/2015,34,,
7/26/2015,37,,
7/25/2015,33,,
7/24/2015,35,,
7/23/2015,31,,
7/22/2015,29,,
7/21/2015,32,,
7/20/2015,35,,
7/19/2015,35,,
7/18/2015,30,,
7/17/2015,34,,
7/16/2015,35,,
7/15/2015,36,,
7/14/2015,36,,
7/13/2015,35,,
7/12/2015,43,,
7/11/2015,34,,
7/10/2015,38,,
7/9/2015,35,,
7/8/2015,39,,
7/7/2015,34,,
7/6/2015,38,,
7/5/2015,37,,
7/4/2015,35,,
7/3/2015,34,,
7/2/2015,31,,
7/1/2015,37,,
6/30/2015,40,,
6/29/2015,34,,
6/28/2015,32,,
6/27/2015,32,,
6/26/2015,26,,
6/25/2015,33,,
6/24/2015,26,,
6/23/2015,26,,
6/22/2015,32,,
6/21/2015,31,,
6/20/2015,36,,
6/19/2015,33,,
6/18/2015,55,,
6/17/2015,29,,
6/16/2015,30,,
6/15/2015,25,,
6/14/2015,26,,
6/13/2015,25,,
6/12/2015,26,,
6/11/2015,24,,
6/10/2015,27,,
6/9/2015,27,,
6/8/2015,22,,
6/7/2015,30,,
6/6/2015,28,,
6/5/2015,29,,
6/4/2015,34,,
6/3/2015,28,,
6/2/2015,30,,
6/1/2015,29,,
5/31/2015,30,,
5/30/2015,37,,
5/29/2015,31,,
5/28/2015,27,,
5/27/2015,29,,
5/26/2015,26,,
5/25/2015,32,,
5/24/2015,28,,
5/23/2015,26,,
5/22/2015,33,,
5/21/2015,30,,
5/20/2015,30,,
5/19/2015,32,,
5/18/2015,31,,
5/17/2015,28,,
5/16/2015,27,,
5/15/2015,30,,
5/14/2015,34,,
5/13/2015,29,,
5/12/2015,27,,
5/11/2015,29,,
5/10/2015,28,,
5/9/2015,25,,
5/8/2015,31,,
5/7/2015,24,,
5/6/2015,30,,
5/5/2015,30,,
5/4/2015,24,,
5/3/2015,26,,
5/2/2015,23,,
5/1/2015,25,,
4/30/2015,29,,
4/29/2015,30,,
4/28/2015,28,,
4/27/2015,30,,
4/26/2015,29,,
4/25/2015,26,,
4/24/2015,27,,
4/23/2015,28,,
4/22/2015,32,,
4/21/2015,30,,
4/20/2015,26,,
4/19/2015,27,,
4/18/2015,26,,
4/17/2015,30,,
4/16/2015,31,,end ninth segment
4/15/2015,37,,
4/14/2015,39,,
4/13/2015,41,,
4/12/2015,35,,
4/11/2015,42,,
4/10/2015,37,,
4/9/2015,38,,
4/8/2015,38,,
4/7/2015,46,,
4/6/2015,43,,
4/5/2015,37,,
4/4/2015,34,,
4/3/2015,37,,
4/2/2015,41,,
4/1/2015,42,,
3/31/2015,41,,
3/30/2015,48,,
3/29/2015,39,,
3/28/2015,35,,
3/27/2015,37,,
3/26/2015,37,,
3/25/2015,41,,
3/24/2015,44,,
3/23/2015,37,,
3/22/2015,35,,
3/21/2015,36,,
3/20/2015,42,,
3/19/2015,43,,
3/18/2015,46,,
3/17/2015,35,,
3/16/2015,44,,
3/15/2015,41,,
3/14/2015,45,,
3/13/2015,36,,
3/12/2015,42,,
3/11/2015,48,,
3/10/2015,42,,
3/9/2015,46,,
3/8/2015,44,,
3/7/2015,49,,
3/6/2015,49,,
3/5/2015,45,,
3/4/2015,43,,
3/3/2015,46,,
3/2/2015,37,,
3/1/2015,40,,
2/28/2015,32,,
2/27/2015,39,,
2/26/2015,41,,
2/25/2015,38,,
2/24/2015,36,,
2/23/2015,43,,
2/22/2015,48,,
2/21/2015,47,,
2/20/2015,64,,
2/19/2015,46,,
2/18/2015,42,,
2/17/2015,42,,
2/16/2015,43,,
2/15/2015,47,,
2/14/2015,38,,
2/13/2015,41,,
2/12/2015,42,,
2/11/2015,49,,
2/10/2015,53,,
2/9/2015,43,,
2/8/2015,53,,
2/7/2015,47,,
2/6/2015,40,,
2/5/2015,50,,
2/4/2015,39,,
2/3/2015,47,,
2/2/2015,41,,
2/1/2015,44,,
1/31/2015,35,,
1/30/2015,39,,
1/29/2015,43,,
1/28/2015,54,,
1/27/2015,51,,
1/26/2015,60,,
1/25/2015,49,,
1/24/2015,46,,
1/23/2015,47,,
1/22/2015,47,,
1/21/2015,50,,
1/20/2015,46,,
1/19/2015,43,,
1/18/2015,51,,
1/17/2015,51,,
1/16/2015,58,,
1/15/2015,63,,
1/14/2015,82,,
1/13/2015,54,,
1/12/2015,42,,
1/11/2015,38,,
1/10/2015,41,,
1/9/2015,47,,
1/8/2015,46,,
1/7/2015,47,,
1/6/2015,57,,
1/5/2015,55,,
1/4/2015,56,,
1/3/2015,41,,
1/2/2015,45,,
1/1/2015,32,,
12/31/2014,41,,
12/30/2014,44,,
12/29/2014,41,,
12/28/2014,39,,
12/27/2014,100,,
12/26/2014,47,,
12/25/2014,40,,
12/24/2014,44,,
12/23/2014,32,,
12/22/2014,41,,
12/21/2014,38,,
12/20/2014,40,,
12/19/2014,47,,
12/18/2014,49,,
12/17/2014,44,,
12/16/2014,51,,
12/15/2014,44,,
12/14/2014,41,,
12/13/2014,43,,
12/12/2014,54,,
12/11/2014,62,,
12/10/2014,39,,
12/9/2014,40,,
12/8/2014,47,,
12/7/2014,42,,
12/6/2014,38,,
12/5/2014,40,,
12/4/2014,35,,
12/3/2014,41,,
12/2/2014,43,,
12/1/2014,41,,
11/30/2014,35,,
11/29/2014,35,,
11/28/2014,37,,
11/27/2014,38,,
11/26/2014,37,,
11/25/2014,42,,
11/24/2014,43,,
11/23/2014,43,,
11/22/2014,39,,
11/21/2014,38,,
11/20/2014,41,,
11/19/2014,47,,
11/18/2014,54,,
11/17/2014,45,,
11/16/2014,43,,
11/15/2014,44,,
11/14/2014,47,,
11/13/2014,55,,
11/12/2014,59,,
11/11/2014,45,,
11/10/2014,49,,
11/9/2014,37,,
11/8/2014,45,,
11/7/2014,49,,
11/6/2014,53,,
11/5/2014,39,,
11/4/2014,35,,
11/3/2014,40,,
11/2/2014,38,,
11/1/2014,37,,
10/31/2014,32,,
10/30/2014,43,,
10/29/2014,42,,
10/28/2014,41,,
10/27/2014,46,,
10/26/2014,39,,
10/25/2014,40,,
10/24/2014,40,,
10/23/2014,41,,
10/22/2014,43,,
10/21/2014,45,,
10/20/2014,43,,
10/19/2014,45,,
10/18/2014,40,,
10/17/2014,44,,
10/16/2014,47,,
10/15/2014,41,,
10/14/2014,49,,
10/13/2014,46,,
10/12/2014,46,,
10/11/2014,46,,
10/10/2014,45,,
10/9/2014,53,,
10/8/2014,50,,
10/7/2014,56,,
10/6/2014,62,,
10/5/2014,58,,
10/4/2014,47,,
10/3/2014,44,,
10/2/2014,44,,
10/1/2014,46,,
9/30/2014,47,,
9/29/2014,48,,
9/28/2014,44,,
9/27/2014,36,,
9/26/2014,42,,
9/25/2014,50,,
9/24/2014,60,,
9/23/2014,54,,
9/22/2014,42,,
9/21/2014,44,,
9/20/2014,48,,
9/19/2014,47,,
9/18/2014,47,,
9/17/2014,39,,
9/16/2014,43,,
9/15/2014,42,,
9/14/2014,44,,
9/13/2014,47,,
9/12/2014,51,,
9/11/2014,68,,
9/10/2014,58,,
9/9/2014,50,,
9/8/2014,39,,
9/7/2014,38,,
9/6/2014,44,,
9/5/2014,37,,
9/4/2014,49,,
9/3/2014,48,,
9/2/2014,54,,
9/1/2014,50,,
8/31/2014,41,,
8/30/2014,35,,
8/29/2014,39,,
8/28/2014,43,,
8/27/2014,35,,
8/26/2014,48,,
8/25/2014,41,,
8/24/2014,43,,
8/23/2014,41,,
8/22/2014,47,,
8/21/2014,49,,
8/20/2014,45,,
8/19/2014,56,,
8/18/2014,57,,
8/17/2014,43,,
8/16/2014,52,,end tenth segment
8/15/2014,15,,
8/14/2014,17,,
8/13/2014,15,,
8/12/2014,11,,
8/11/2014,12,,
8/10/2014,11,,
8/9/2014,10,,
8/8/2014,11,,
8/7/2014,13,,
8/6/2014,13,,
8/5/2014,13,,
8/4/2014,11,,
8/3/2014,10,,
8/2/2014,10,,
8/1/2014,9,,
7/31/2014,13,,
7/30/2014,13,,
7/29/2014,11,,
7/28/2014,11,,
7/27/2014,13,,
7/26/2014,11,,
7/25/2014,11,,
7/24/2014,12,,
7/23/2014,14,,
7/22/2014,11,,
7/21/2014,12,,
7/20/2014,12,,
7/19/2014,14,,
7/18/2014,14,,
7/17/2014,13,,
7/16/2014,15,,
7/15/2014,12,,
7/14/2014,12,,
7/13/2014,10,,
7/12/2014,11,,
7/11/2014,13,,
7/10/2014,13,,
7/9/2014,12,,
7/8/2014,12,,
7/7/2014,13,,
7/6/2014,13,,
7/5/2014,10,,
7/4/2014,12,,
7/3/2014,11,,
7/2/2014,14,,
7/1/2014,14,,
6/30/2014,13,,
6/29/2014,9,,
6/28/2014,12,,
6/27/2014,15,,
6/26/2014,10,,
6/25/2014,12,,
6/24/2014,11,,
6/23/2014,12,,
6/22/2014,12,,
6/21/2014,11,,
6/20/2014,13,,
6/19/2014,14,,
6/18/2014,16,,
6/17/2014,14,,
6/16/2014,15,,
6/15/2014,15,,
6/14/2014,12,,
6/13/2014,19,,
6/12/2014,16,,
6/11/2014,15,,
6/10/2014,13,,
6/9/2014,11,,
6/8/2014,13,,
6/7/2014,13,,
6/6/2014,12,,
6/5/2014,14,,
6/4/2014,14,,
6/3/2014,15,,
6/2/2014,14,,
6/1/2014,15,,
5/31/2014,12,,
5/30/2014,16,,
5/29/2014,16,,
5/28/2014,16,,
5/27/2014,16,,
5/26/2014,14,,
5/25/2014,13,,
5/24/2014,11,,
5/23/2014,14,,
5/22/2014,15,,
5/21/2014,13,,
5/20/2014,15,,
5/19/2014,12,,
5/18/2014,12,,
5/17/2014,11,,
5/16/2014,12,,
5/15/2014,14,,
5/14/2014,13,,
